1556650800000,407285,155
1556654400000,407285,138
1556658000000,407285,160
1556661600000,407285,157
1556665200000,407285,157
1556668800000,407285,135
1556672400000,407285,152
1556676000000,407285,118
1556679600000,407285,116
1556683200000,407285,99
1556686800000,407285,98
1556690400000,407285,76
1556694000000,407285,418
1556697600000,407285,381
1556701200000,407285,296
1556704800000,407285,363
1556708400000,407285,293
1556712000000,407285,91
1556715600000,407285,220
1556719200000,407285,299
1556722800000,407285,135
1556726400000,407285,102
1556730000000,407285,41
1556733600000,407285,311
1556737200000,407285,388
1556740800000,407285,387
1556744400000,407285,385
1556748000000,407285,388
1556751600000,407285,386
1556755200000,407285,388
1556758800000,407285,388
1556762400000,407285,381
1556766000000,407285,387
1556769600000,407285,388
1556773200000,407285,388
1556776800000,407285,678
1556780400000,407285,2413
1556784000000,407285,2641
1556787600000,407285,2638
1556791200000,407285,2493
1556794800000,407285,2417
1556798400000,407285,935
1556802000000,407285,2577
1556805600000,407285,2726
1556809200000,407285,2704
1556812800000,407285,2695
1556816400000,407285,496
1556820000000,407285,385
1556823600000,407285,386
1556827200000,407285,398
1556830800000,407285,387
1556834400000,407285,387
1556838000000,407285,388
1556841600000,407285,333
1556845200000,407285,302
1556848800000,407285,304
1556852400000,407285,306
1556856000000,407285,306
1556859600000,407285,297
1556863200000,407285,253
1556866800000,407285,1722
1556870400000,407285,1339
1556874000000,407285,1196
1556877600000,407285,1202
1556881200000,407285,1149
1556884800000,407285,347
1556888400000,407285,1018
1556892000000,407285,885
1556895600000,407285,1000
1556899200000,407285,900
1556902800000,407285,171
1556906400000,407285,151
1556910000000,407285,46
1556913600000,407285,95
1556917200000,407285,145
1556920800000,407285,119
1556924400000,407285,73
1556928000000,407285,52
1556931600000,407285,112
1556935200000,407285,115
1556938800000,407285,91
1556946000000,407285,77
1556949600000,407285,113
1556953200000,407285,503
1556956800000,407285,477
1556960400000,407285,383
1556964000000,407285,418
1556967600000,407285,325
1556971200000,407285,32
1556974800000,407285,187
1556978400000,407285,179
1556982000000,407285,202
1556985600000,407285,138
1556989200000,407285,18
1556992800000,407285,16
1557000000000,407285,247
1557003600000,407285,292
1557007200000,407285,291
1557010800000,407285,292
1557014400000,407285,292
1557018000000,407285,292
1557021600000,407285,290
1557025200000,407285,292
1557028800000,407285,292
1557032400000,407285,291
1557036000000,407285,310
1557039600000,407285,2657
1557043200000,407285,2667
1557046800000,407285,2389
1557050400000,407285,2567
1557054000000,407285,2566
1557057600000,407285,728
1557061200000,407285,2501
1557064800000,407285,2479
1557068400000,407285,2418
1557072000000,407285,2372
1557075600000,407285,445
1557079200000,407285,277
1557082800000,407285,278
1557086400000,407285,248
1557090000000,407285,219
1557093600000,407285,204
1557097200000,407285,248
1557100800000,407285,233
1557104400000,407285,147
1557108000000,407285,131
1557111600000,407285,205
1557115200000,407285,204
1557118800000,407285,89
1557122400000,407285,205
1557126000000,407285,1302
1557129600000,407285,770
1557133200000,407285,767
1557136800000,407285,840
1557140400000,407285,534
1557144000000,407285,489
1557147600000,407285,1191
1557151200000,407285,781
1557154800000,407285,669
1557158400000,407285,497
1557162000000,407285,135
1557165600000,407285,71
1557169200000,407285,66
1557172800000,407285,134
1557176400000,407285,118
1557180000000,407285,99
1557183600000,407285,85
1557190800000,407285,67
1557194400000,407285,66
1557198000000,407285,49
1557201600000,407285,33
1557205200000,407285,33
1557208800000,407285,19
1557212400000,407285,733
1557216000000,407285,3144
1557219600000,407285,3167
1557223200000,407285,3228
1557226800000,407285,2975
1557230400000,407285,1614
1557234000000,407285,3230
1557237600000,407285,3295
1557241200000,407285,2563
1557244800000,407285,2108
1557248400000,407285,896
1557252000000,407285,214
1557255600000,407285,671
1557259200000,407285,123
1557262800000,407285,587
1557266400000,407285,125
1557270000000,407285,433
1557273600000,407285,154
1557277200000,407285,260
1557280800000,407285,160
1557284400000,407285,51
1557288000000,407285,304
1557295200000,407285,362
1557298800000,407285,364
1557302400000,407285,372
1557306000000,407285,339
1557309600000,407285,484
1557313200000,407285,389
1557316800000,407285,121
1557320400000,407285,184
1557324000000,407285,121
1557327600000,407285,46
1557331200000,407285,88
1557338400000,407285,299
1557342000000,407285,640
1557345600000,407285,517
1557349200000,407285,471
1557352800000,407285,334
1557356400000,407285,134
1557360000000,407285,206
1557363600000,407285,268
1557367200000,407285,217
1557370800000,407285,124
1557374400000,407285,40
1557378000000,407285,163
1557381600000,407285,149
1557385200000,407285,276
1557388800000,407285,376
1557392400000,407285,492
1557396000000,407285,234
1557399600000,407285,188
1557403200000,407285,63
1557406800000,407285,127
1557410400000,407285,156
1557417600000,407285,737
1557421200000,407285,734
1557424800000,407285,667
1557428400000,407285,669
1557432000000,407285,670
1557435600000,407285,668
